municipio,data,dose,n
MOGI GUACU,2021-04-21,2a Dose,1
MOGI GUACU,2021-04-22,1a Dose,127
MOGI GUACU,2021-04-22,2a Dose,9
MOGI GUACU,2021-04-23,1a Dose,23
MOGI GUACU,2021-04-23,2a Dose,176
MOGI GUACU,2021-04-24,1a Dose,493
MOGI GUACU,2021-04-24,2a Dose,20
MOGI GUACU,2021-04-26,1a Dose,24
MOGI GUACU,2021-04-26,2a Dose,20
MOGI GUACU,2021-04-27,1a Dose,5
MOGI GUACU,2021-04-27,2a Dose,16
MOGI GUACU,2021-04-28,1a Dose,7
MOGI GUACU,2021-04-28,2a Dose,198
MOGI GUACU,2021-04-29,1a Dose,14
MOGI GUACU,2021-04-29,2a Dose,185
MOGI GUACU,2021-04-30,1a Dose,175
MOGI GUACU,2021-04-30,2a Dose,68
MOGI GUACU,2021-05-03,1a Dose,52
MOGI GUACU,2021-05-03,2a Dose,29
MOGI GUACU,2021-05-04,1a Dose,7
MOGI GUACU,2021-05-04,2a Dose,24
MOGI GUACU,2021-05-05,1a Dose,46
MOGI GUACU,2021-05-05,2a Dose,228
MOGI GUACU,2021-05-06,1a Dose,62
MOGI GUACU,2021-05-06,2a Dose,493
MOGI GUACU,2021-05-07,1a Dose,201
MOGI GUACU,2021-05-07,2a Dose,9
MOGI GUACU,2021-05-08,1a Dose,6437
MOGI GUACU,2021-05-08,2a Dose,293
MOGI GUACU,2021-05-10,1a Dose,593
MOGI GUACU,2021-05-10,2a Dose,12
MOGI GUACU,2021-05-11,1a Dose,72
MOGI GUACU,2021-05-11,2a Dose,11
MOGI GUACU,2021-05-12,1a Dose,108
MOGI GUACU,2021-05-12,2a Dose,14
MOGI GUACU,2021-05-13,1a Dose,1000
MOGI GUACU,2021-05-13,2a Dose,10
MOGI GUACU,2021-05-14,1a Dose,674
MOGI GUACU,2021-05-14,2a Dose,108
MOGI GUACU,2021-05-15,1a Dose,475
MOGI GUACU,2021-05-17,1a Dose,201
MOGI GUACU,2021-05-17,2a Dose,3
MOGI GUACU,2021-05-18,1a Dose,344
MOGI GUACU,2021-05-18,2a Dose,54
MOGI GUACU,2021-05-19,1a Dose,309
MOGI GUACU,2021-05-19,2a Dose,230
MOGI GUACU,2021-05-20,1a Dose,265
MOGI GUACU,2021-05-20,2a Dose,247
MOGI GUACU,2021-05-21,1a Dose,302
MOGI GUACU,2021-05-21,2a Dose,262
MOGI GUACU,2021-05-22,1a Dose,395
MOGI GUACU,2021-05-22,2a Dose,993
MOGI GUACU,2021-05-24,1a Dose,249
MOGI GUACU,2021-05-24,2a Dose,101
MOGI GUACU,2021-05-25,1a Dose,322
MOGI GUACU,2021-05-25,2a Dose,80
MOGI GUACU,2021-05-26,1a Dose,257
MOGI GUACU,2021-05-26,2a Dose,44
MOGI MIRIM,2021-01-21,1a Dose,548
MOGI MIRIM,2021-01-21,2a Dose,1
MOGI MIRIM,2021-01-22,1a Dose,392
MOGI MIRIM,2021-01-23,1a Dose,47
MOGI MIRIM,2021-01-24,1a Dose,1
MOGI MIRIM,2021-01-25,1a Dose,67
MOGI MIRIM,2021-01-26,1a Dose,40
MOGI MIRIM,2021-01-27,1a Dose,1
MOGI MIRIM,2021-01-28,1a Dose,69
MOGI MIRIM,2021-01-29,1a Dose,241
MOGI MIRIM,2021-01-30,1a Dose,270
MOGI MIRIM,2021-02-01,1a Dose,133
MOGI MIRIM,2021-02-02,1a Dose,148
MOGI MIRIM,2021-02-03,1a Dose,9
MOGI MIRIM,2021-02-04,1a Dose,40
MOGI MIRIM,2021-02-05,1a Dose,30
MOGI MIRIM,2021-02-06,1a Dose,796
MOGI MIRIM,2021-02-08,1a Dose,41
MOGI MIRIM,2021-02-09,1a Dose,188
MOGI MIRIM,2021-02-10,1a Dose,121
MOGI MIRIM,2021-02-11,1a Dose,295
MOGI MIRIM,2021-02-11,2a Dose,454
MOGI MIRIM,2021-02-12,1a Dose,117
MOGI MIRIM,2021-02-12,2a Dose,421
MOGI MIRIM,2021-02-13,2a Dose,64
MOGI MIRIM,2021-02-15,1a Dose,218
MOGI MIRIM,2021-02-15,2a Dose,88
MOGI MIRIM,2021-02-16,1a Dose,232
MOGI MIRIM,2021-02-16,2a Dose,36
MOGI MIRIM,2021-02-17,1a Dose,140
MOGI MIRIM,2021-02-17,2a Dose,9
MOGI MIRIM,2021-02-18,1a Dose,69
MOGI MIRIM,2021-02-18,2a Dose,13
MOGI MIRIM,2021-02-19,1a Dose,39
MOGI MIRIM,2021-02-19,2a Dose,1
MOGI MIRIM,2021-02-21,2a Dose,1
MOGI MIRIM,2021-02-22,1a Dose,17
MOGI MIRIM,2021-02-22,2a Dose,3
MOGI MIRIM,2021-02-23,1a Dose,24
MOGI MIRIM,2021-02-23,2a Dose,1
MOGI MIRIM,2021-02-24,1a Dose,27
MOGI MIRIM,2021-02-24,2a Dose,1
MOGI MIRIM,2021-02-25,1a Dose,21
MOGI MIRIM,2021-02-26,1a Dose,12
MOGI MIRIM,2021-02-27,2a Dose,123
MOGI MIRIM,2021-03-01,1a Dose,635
MOGI MIRIM,2021-03-01,2a Dose,6
MOGI MIRIM,2021-03-02,1a Dose,306
MOGI MIRIM,2021-03-02,2a Dose,3
MOGI MIRIM,2021-03-03,1a Dose,586
MOGI MIRIM,2021-03-03,2a Dose,4
MOGI MIRIM,2021-03-04,1a Dose,42
MOGI MIRIM,2021-03-04,2a Dose,182
MOGI MIRIM,2021-03-05,1a Dose,29
MOGI MIRIM,2021-03-05,2a Dose,589
MOGI MIRIM,2021-03-06,1a Dose,1
MOGI MIRIM,2021-03-06,2a Dose,234
MOGI MIRIM,2021-03-08,1a Dose,44
MOGI MIRIM,2021-03-08,2a Dose,78
MOGI MIRIM,2021-03-09,1a Dose,44
MOGI MIRIM,2021-03-09,2a Dose,71
MOGI MIRIM,2021-03-10,1a Dose,167
MOGI MIRIM,2021-03-10,2a Dose,75
MOGI MIRIM,2021-03-11,1a Dose,139
MOGI MIRIM,2021-03-11,2a Dose,56
MOGI MIRIM,2021-03-12,1a Dose,76
MOGI MIRIM,2021-03-12,2a Dose,62
MOGI MIRIM,2021-03-13,1a Dose,24
MOGI MIRIM,2021-03-13,2a Dose,235
MOGI MIRIM,2021-03-15,1a Dose,209
MOGI MIRIM,2021-03-15,2a Dose,73
MOGI MIRIM,2021-03-16,1a Dose,207
MOGI MIRIM,2021-03-16,2a Dose,39
MOGI MIRIM,2021-03-17,1a Dose,230
MOGI MIRIM,2021-03-17,2a Dose,44
MOGI MIRIM,2021-03-18,1a Dose,200
MOGI MIRIM,2021-03-18,2a Dose,56
MOGI MIRIM,2021-03-19,1a Dose,1
MOGI MIRIM,2021-03-20,1a Dose,1
MOGI MIRIM,2021-03-22,1a Dose,123
MOGI MIRIM,2021-03-22,2a Dose,20
MOGI MIRIM,2021-03-23,1a Dose,364
MOGI MIRIM,2021-03-23,2a Dose,27
MOGI MIRIM,2021-03-24,1a Dose,373
MOGI MIRIM,2021-03-24,2a Dose,139
MOGI MIRIM,2021-03-25,1a Dose,221
MOGI MIRIM,2021-03-25,2a Dose,53
MOGI MIRIM,2021-03-26,1a Dose,260
MOGI MIRIM,2021-03-26,2a Dose,33
MOGI MIRIM,2021-03-27,1a Dose,1496
MOGI MIRIM,2021-03-27,2a Dose,7
MOGI MIRIM,2021-03-29,1a Dose,212
MOGI MIRIM,2021-03-29,2a Dose,118
MOGI MIRIM,2021-03-30,1a Dose,33
MOGI MIRIM,2021-03-30,2a Dose,28
MOGI MIRIM,2021-03-31,1a Dose,121
MOGI MIRIM,2021-03-31,2a Dose,170
MOGI MIRIM,2021-04-01,1a Dose,44
MOGI MIRIM,2021-04-01,2a Dose,81
MOGI MIRIM,2021-04-02,2a Dose,38
MOGI MIRIM,2021-04-03,1a Dose,552
MOGI MIRIM,2021-04-03,2a Dose,4
MOGI MIRIM,2021-04-05,1a Dose,99
MOGI MIRIM,2021-04-05,2a Dose,168
MOGI MIRIM,2021-04-06,1a Dose,113
MOGI MIRIM,2021-04-06,2a Dose,109
MOGI MIRIM,2021-04-07,1a Dose,35
MOGI MIRIM,2021-04-07,2a Dose,132
MOGI MIRIM,2021-04-08,1a Dose,175
MOGI MIRIM,2021-04-08,2a Dose,108
MOGI MIRIM,2021-04-09,1a Dose,12
MOGI MIRIM,2021-04-09,2a Dose,88
MOGI MIRIM,2021-04-10,1a Dose,705
MOGI MIRIM,2021-04-10,2a Dose,4
MOGI MIRIM,2021-04-12,1a Dose,8
MOGI MIRIM,2021-04-12,2a Dose,80
MOGI MIRIM,2021-04-13,1a Dose,40
MOGI MIRIM,2021-04-13,2a Dose,80
MOGI MIRIM,2021-04-14,1a Dose,228
MOGI MIRIM,2021-04-14,2a Dose,266
MOGI MIRIM,2021-04-15,1a Dose,218
MOGI MIRIM,2021-04-15,2a Dose,149
MOGI MIRIM,2021-04-16,1a Dose,120
MOGI MIRIM,2021-04-16,2a Dose,160
MOGI MIRIM,2021-04-19,1a Dose,17
MOGI MIRIM,2021-04-19,2a Dose,280
MOGI MIRIM,2021-04-20,1a Dose,13
MOGI MIRIM,2021-04-20,2a Dose,411
MOGI MIRIM,2021-04-21,1a Dose,1481
MOGI MIRIM,2021-04-21,2a Dose,8
MOGI MIRIM,2021-04-22,1a Dose,33
MOGI MIRIM,2021-04-22,2a Dose,292
MOGI MIRIM,2021-04-23,1a Dose,22
MOGI MIRIM,2021-04-23,2a Dose,323
MOGI MIRIM,2021-04-24,1a Dose,419
MOGI MIRIM,2021-04-24,2a Dose,682
MOGI MIRIM,2021-04-26,1a Dose,43
MOGI MIRIM,2021-04-26,2a Dose,114
MOGI MIRIM,2021-04-27,1a Dose,10
MOGI MIRIM,2021-04-27,2a Dose,42
MOGI MIRIM,2021-04-28,1a Dose,7
MOGI MIRIM,2021-04-28,2a Dose,33
MOGI MIRIM,2021-04-29,1a Dose,3
MOGI MIRIM,2021-04-29,2a Dose,30
MOGI MIRIM,2021-04-30,1a Dose,5
MOGI MIRIM,2021-04-30,2a Dose,14
MOGI MIRIM,2021-05-01,1a Dose,232
MOGI MIRIM,2021-05-01,2a Dose,50
MOGI MIRIM,2021-05-03,1a Dose,12
MOGI MIRIM,2021-05-03,2a Dose,13
MOGI MIRIM,2021-05-04,1a Dose,30
MOGI MIRIM,2021-05-04,2a Dose,13
MOGI MIRIM,2021-05-05,1a Dose,80
MOGI MIRIM,2021-05-05,2a Dose,35
MOGI MIRIM,2021-05-06,1a Dose,36
MOGI MIRIM,2021-05-06,2a Dose,56
MOGI MIRIM,2021-05-07,1a Dose,195
MOGI MIRIM,2021-05-07,2a Dose,52
MOGI MIRIM,2021-05-08,1a Dose,1659
MOGI MIRIM,2021-05-08,2a Dose,704
MOGI MIRIM,2021-05-09,1a Dose,13
MOGI MIRIM,2021-05-10,1a Dose,174
MOGI MIRIM,2021-05-10,2a Dose,44
MOGI MIRIM,2021-05-11,1a Dose,175
MOGI MIRIM,2021-05-11,2a Dose,26
MOGI MIRIM,2021-05-12,1a Dose,66
MOGI MIRIM,2021-05-12,2a Dose,11
MOGI MIRIM,2021-05-13,1a Dose,63
MOGI MIRIM,2021-05-13,2a Dose,10
MOGI MIRIM,2021-05-14,1a Dose,16
MOGI MIRIM,2021-05-15,1a Dose,891
MOGI MIRIM,2021-05-17,1a Dose,60
MOGI MIRIM,2021-05-17,2a Dose,32
MOGI MIRIM,2021-05-18,1a Dose,27
MOGI MIRIM,2021-05-18,2a Dose,69
MOGI MIRIM,2021-05-19,1a Dose,266
MOGI MIRIM,2021-05-19,2a Dose,56
MOGI MIRIM,2021-05-20,1a Dose,120
MOGI MIRIM,2021-05-20,2a Dose,57
MOGI MIRIM,2021-05-21,1a Dose,104
MOGI MIRIM,2021-05-21,2a Dose,64
MOGI MIRIM,2021-05-22,1a Dose,678
MOGI MIRIM,2021-05-22,2a Dose,566
MOGI MIRIM,2021-05-24,1a Dose,124
MOGI MIRIM,2021-05-24,2a Dose,298
MOGI MIRIM,2021-05-25,1a Dose,58
MOGI MIRIM,2021-05-25,2a Dose,243
MOGI MIRIM,2021-05-26,1a Dose,28
MOGI MIRIM,2021-05-26,2a Dose,77
MOMBUCA,2021-01-22,1a Dose,9
MOMBUCA,2021-01-25,1a Dose,33
MOMBUCA,2021-01-26,1a Dose,39
MOMBUCA,2021-01-27,1a Dose,2
MOMBUCA,2021-02-01,1a Dose,26
MOMBUCA,2021-02-02,1a Dose,24
MOMBUCA,2021-02-03,1a Dose,23
MOMBUCA,2021-02-04,1a Dose,56
MOMBUCA,2021-02-05,1a Dose,29
MOMBUCA,2021-02-08,1a Dose,32
MOMBUCA,2021-02-09,1a Dose,24
MOMBUCA,2021-02-10,1a Dose,3
MOMBUCA,2021-02-11,1a Dose,2
MOMBUCA,2021-02-11,2a Dose,28
MOMBUCA,2021-02-12,1a Dose,2
MOMBUCA,2021-02-12,2a Dose,2
MOMBUCA,2021-02-15,1a Dose,6
MOMBUCA,2021-02-15,2a Dose,40
MOMBUCA,2021-02-16,1a Dose,2
MOMBUCA,2021-02-16,2a Dose,10
MOMBUCA,2021-02-18,1a Dose,2
MOMBUCA,2021-02-22,1a Dose,2
MOMBUCA,2021-02-22,2a Dose,4
MOMBUCA,2021-02-24,2a Dose,2
MOMBUCA,2021-02-26,2a Dose,44
MOMBUCA,2021-03-01,1a Dose,2
MOMBUCA,2021-03-01,2a Dose,24
MOMBUCA,2021-03-02,1a Dose,39
MOMBUCA,2021-03-02,2a Dose,15
MOMBUCA,2021-03-03,1a Dose,18
MOMBUCA,2021-03-03,2a Dose,4
MOMBUCA,2021-03-04,1a Dose,31
MOMBUCA,2021-03-04,2a Dose,10
MOMBUCA,2021-03-05,1a Dose,2
MOMBUCA,2021-03-05,2a Dose,2
MOMBUCA,2021-03-08,1a Dose,1
MOMBUCA,2021-03-15,1a Dose,36
MOMBUCA,2021-03-15,2a Dose,9
MOMBUCA,2021-03-18,1a Dose,22
MOMBUCA,2021-03-18,2a Dose,2
MOMBUCA,2021-03-22,1a Dose,89
MOMBUCA,2021-03-22,2a Dose,30
MOMBUCA,2021-03-23,1a Dose,2
MOMBUCA,2021-03-23,2a Dose,32
MOMBUCA,2021-03-24,1a Dose,3
MOMBUCA,2021-03-24,2a Dose,22
MOMBUCA,2021-03-25,1a Dose,7
MOMBUCA,2021-03-25,2a Dose,11
MOMBUCA,2021-03-29,1a Dose,68
MOMBUCA,2021-03-29,2a Dose,4
MOMBUCA,2021-03-31,1a Dose,14
MOMBUCA,2021-03-31,2a Dose,1
MOMBUCA,2021-04-05,1a Dose,42
MOMBUCA,2021-04-05,2a Dose,1
MOMBUCA,2021-04-08,1a Dose,21
MOMBUCA,2021-04-08,2a Dose,1
MOMBUCA,2021-04-12,1a Dose,25
MOMBUCA,2021-04-12,2a Dose,18
MOMBUCA,2021-04-13,2a Dose,12
MOMBUCA,2021-04-15,1a Dose,19
MOMBUCA,2021-04-15,2a Dose,13
MOMBUCA,2021-04-16,1a Dose,4
MOMBUCA,2021-04-16,2a Dose,42
MOMBUCA,2021-04-20,1a Dose,49
MOMBUCA,2021-04-20,2a Dose,12
MOMBUCA,2021-04-22,1a Dose,16
MOMBUCA,2021-04-22,2a Dose,29
MOMBUCA,2021-04-26,1a Dose,19
MOMBUCA,2021-04-26,2a Dose,19
MOMBUCA,2021-04-27,1a Dose,1
MOMBUCA,2021-04-27,2a Dose,1
MOMBUCA,2021-04-29,1a Dose,79
MOMBUCA,2021-04-29,2a Dose,17
MOMBUCA,2021-04-30,1a Dose,4
MOMBUCA,2021-05-03,1a Dose,21
MOMBUCA,2021-05-03,2a Dose,31
MOMBUCA,2021-05-04,1a Dose,18
MOMBUCA,2021-05-06,1a Dose,160
MOMBUCA,2021-05-06,2a Dose,58
MOMBUCA,2021-05-07,1a Dose,1
MOMBUCA,2021-05-10,1a Dose,38
MOMBUCA,2021-05-10,2a Dose,23
MOMBUCA,2021-05-11,2a Dose,1
MOMBUCA,2021-05-13,1a Dose,47
MOMBUCA,2021-05-13,2a Dose,16
MOMBUCA,2021-05-14,1a Dose,28
MOMBUCA,2021-05-14,2a Dose,9
MOMBUCA,2021-05-17,1a Dose,28
MOMBUCA,2021-05-17,2a Dose,23
MOMBUCA,2021-05-18,1a Dose,1
MOMBUCA,2021-05-19,1a Dose,1
MOMBUCA,2021-05-20,1a Dose,29
MOMBUCA,2021-05-21,1a Dose,2
MOMBUCA,2021-05-24,1a Dose,35
MONCOES,2021-01-21,1a Dose,32
MONCOES,2021-01-22,1a Dose,14
MONCOES,2021-01-27,1a Dose,10
MONCOES,2021-01-28,1a Dose,20
MONCOES,2021-01-29,1a Dose,10
MONCOES,2021-02-03,1a Dose,10
MONCOES,2021-02-05,1a Dose,9
MONCOES,2021-02-09,1a Dose,20
MONCOES,2021-02-11,1a Dose,12
MONCOES,2021-02-12,2a Dose,42
MONCOES,2021-02-17,2a Dose,3
MONCOES,2021-02-18,1a Dose,7
MONCOES,2021-02-26,1a Dose,30
MONCOES,2021-03-02,1a Dose,30
MONCOES,2021-03-03,2a Dose,10
MONCOES,2021-03-05,2a Dose,10
MONCOES,2021-03-08,1a Dose,10
MONCOES,2021-03-09,2a Dose,20
MONCOES,2021-03-11,1a Dose,8
MONCOES,2021-03-11,2a Dose,12
MONCOES,2021-03-12,1a Dose,30
MONCOES,2021-03-18,1a Dose,14
MONCOES,2021-03-18,2a Dose,6
MONCOES,2021-03-19,1a Dose,50
MONCOES,2021-03-25,1a Dose,32
MONCOES,2021-03-30,1a Dose,10
MONCOES,2021-03-30,2a Dose,27
MONCOES,2021-04-01,1a Dose,10
MONCOES,2021-04-05,2a Dose,10
MONCOES,2021-04-08,1a Dose,1
MONCOES,2021-04-08,2a Dose,9
MONCOES,2021-04-09,2a Dose,30
MONCOES,2021-04-13,1a Dose,11
MONCOES,2021-04-15,1a Dose,7
MONCOES,2021-04-15,2a Dose,13
MONCOES,2021-04-16,1a Dose,2
MONCOES,2021-04-16,2a Dose,48
MONCOES,2021-04-21,1a Dose,55
MONCOES,2021-04-21,2a Dose,10
MONCOES,2021-04-22,1a Dose,1
MONCOES,2021-04-22,2a Dose,35
MONCOES,2021-04-23,1a Dose,9
MONCOES,2021-04-23,2a Dose,6
MONCOES,2021-04-27,2a Dose,3
MONCOES,2021-04-29,1a Dose,16
MONCOES,2021-05-04,1a Dose,8
MONCOES,2021-05-04,2a Dose,1
MONCOES,2021-05-11,2a Dose,20
MONCOES,2021-05-12,1a Dose,5
MONCOES,2021-05-14,2a Dose,8
MONCOES,2021-05-17,1a Dose,21
MONCOES,2021-05-18,1a Dose,42
MONCOES,2021-05-19,1a Dose,45
MONCOES,2021-05-21,1a Dose,29
MONCOES,2021-05-21,2a Dose,40
MONCOES,2021-05-25,1a Dose,15
MONGAGUA,2021-01-20,1a Dose,2
MONGAGUA,2021-01-20,2a Dose,1
MONGAGUA,2021-01-21,1a Dose,97
MONGAGUA,2021-01-22,1a Dose,120
MONGAGUA,2021-01-25,1a Dose,10
MONGAGUA,2021-01-26,1a Dose,2
MONGAGUA,2021-01-27,1a Dose,42
MONGAGUA,2021-01-27,2a Dose,1
MONGAGUA,2021-01-28,1a Dose,68
MONGAGUA,2021-01-29,1a Dose,39
MONGAGUA,2021-01-29,2a Dose,1
MONGAGUA,2021-02-01,1a Dose,29
MONGAGUA,2021-02-02,1a Dose,53
MONGAGUA,2021-02-02,2a Dose,1
MONGAGUA,2021-02-03,1a Dose,25
MONGAGUA,2021-02-04,1a Dose,35
MONGAGUA,2021-02-05,1a Dose,3
MONGAGUA,2021-02-08,1a Dose,70
MONGAGUA,2021-02-08,2a Dose,1
MONGAGUA,2021-02-09,1a Dose,30
MONGAGUA,2021-02-09,2a Dose,1
MONGAGUA,2021-02-10,1a Dose,18
MONGAGUA,2021-02-11,1a Dose,17
MONGAGUA,2021-02-11,2a Dose,27
MONGAGUA,2021-02-12,1a Dose,48
MONGAGUA,2021-02-12,2a Dose,2
MONGAGUA,2021-02-15,1a Dose,89
MONGAGUA,2021-02-15,2a Dose,1
MONGAGUA,2021-02-16,1a Dose,36
MONGAGUA,2021-02-17,1a Dose,43
MONGAGUA,2021-02-17,2a Dose,59
MONGAGUA,2021-02-18,1a Dose,43
MONGAGUA,2021-02-18,2a Dose,71
MONGAGUA,2021-02-19,1a Dose,10
MONGAGUA,2021-02-19,2a Dose,16
MONGAGUA,2021-02-22,1a Dose,3
MONGAGUA,2021-02-22,2a Dose,3
MONGAGUA,2021-02-23,1a Dose,2
MONGAGUA,2021-02-23,2a Dose,13
MONGAGUA,2021-02-24,1a Dose,3
MONGAGUA,2021-02-24,2a Dose,14
MONGAGUA,2021-02-25,1a Dose,3
MONGAGUA,2021-02-25,2a Dose,4
MONGAGUA,2021-02-26,1a Dose,3
MONGAGUA,2021-02-26,2a Dose,5
MONGAGUA,2021-03-01,1a Dose,250
MONGAGUA,2021-03-01,2a Dose,1
MONGAGUA,2021-03-02,1a Dose,124
MONGAGUA,2021-03-03,1a Dose,183
MONGAGUA,2021-03-03,2a Dose,2
MONGAGUA,2021-03-04,1a Dose,12
MONGAGUA,2021-03-04,2a Dose,6
MONGAGUA,2021-03-05,2a Dose,14
MONGAGUA,2021-03-07,1a Dose,2
MONGAGUA,2021-03-08,1a Dose,58
MONGAGUA,2021-03-08,2a Dose,46
MONGAGUA,2021-03-09,1a Dose,29
MONGAGUA,2021-03-09,2a Dose,19
MONGAGUA,2021-03-10,1a Dose,134
MONGAGUA,2021-03-10,2a Dose,29
MONGAGUA,2021-03-11,1a Dose,60
MONGAGUA,2021-03-11,2a Dose,36
MONGAGUA,2021-03-12,1a Dose,28
MONGAGUA,2021-03-12,2a Dose,36
MONGAGUA,2021-03-13,2a Dose,1
MONGAGUA,2021-03-14,1a Dose,1
MONGAGUA,2021-03-15,1a Dose,248
MONGAGUA,2021-03-15,2a Dose,31
MONGAGUA,2021-03-16,1a Dose,79
MONGAGUA,2021-03-16,2a Dose,23
MONGAGUA,2021-03-17,1a Dose,62
MONGAGUA,2021-03-17,2a Dose,12
MONGAGUA,2021-03-18,1a Dose,21
MONGAGUA,2021-03-18,2a Dose,9
MONGAGUA,2021-03-19,1a Dose,600
MONGAGUA,2021-03-19,2a Dose,8
MONGAGUA,2021-03-22,1a Dose,121
MONGAGUA,2021-03-22,2a Dose,1
MONGAGUA,2021-03-23,1a Dose,56
MONGAGUA,2021-03-23,2a Dose,4
MONGAGUA,2021-03-24,1a Dose,16
MONGAGUA,2021-03-24,2a Dose,3
MONGAGUA,2021-03-25,1a Dose,560
MONGAGUA,2021-03-25,2a Dose,10
MONGAGUA,2021-03-26,1a Dose,143
MONGAGUA,2021-03-26,2a Dose,5
MONGAGUA,2021-03-29,1a Dose,26
MONGAGUA,2021-03-29,2a Dose,2
MONGAGUA,2021-03-30,2a Dose,1
MONGAGUA,2021-03-31,1a Dose,10
MONGAGUA,2021-03-31,2a Dose,123
MONGAGUA,2021-04-01,1a Dose,172
MONGAGUA,2021-04-01,2a Dose,1
MONGAGUA,2021-04-05,1a Dose,76
MONGAGUA,2021-04-05,2a Dose,22
MONGAGUA,2021-04-06,1a Dose,54
MONGAGUA,2021-04-06,2a Dose,11
MONGAGUA,2021-04-07,1a Dose,9
MONGAGUA,2021-04-07,2a Dose,61
MONGAGUA,2021-04-08,1a Dose,1
MONGAGUA,2021-04-08,2a Dose,32
MONGAGUA,2021-04-09,1a Dose,3
MONGAGUA,2021-04-09,2a Dose,37
MONGAGUA,2021-04-12,1a Dose,1
MONGAGUA,2021-04-12,2a Dose,105
MONGAGUA,2021-04-13,1a Dose,2
MONGAGUA,2021-04-13,2a Dose,31
MONGAGUA,2021-04-14,1a Dose,200
MONGAGUA,2021-04-14,2a Dose,16
MONGAGUA,2021-04-15,1a Dose,4
MONGAGUA,2021-04-15,2a Dose,43
MONGAGUA,2021-04-16,1a Dose,1
MONGAGUA,2021-04-16,2a Dose,107
MONGAGUA,2021-04-19,2a Dose,169
MONGAGUA,2021-04-20,1a Dose,432
MONGAGUA,2021-04-20,2a Dose,46
MONGAGUA,2021-04-21,1a Dose,10
MONGAGUA,2021-04-21,2a Dose,1
MONGAGUA,2021-04-22,1a Dose,6
MONGAGUA,2021-04-22,2a Dose,200
MONGAGUA,2021-04-23,1a Dose,6
MONGAGUA,2021-04-23,2a Dose,157
MONGAGUA,2021-04-24,2a Dose,4
MONGAGUA,2021-04-25,1a Dose,7
MONGAGUA,2021-04-26,1a Dose,5
MONGAGUA,2021-04-26,2a Dose,14
MONGAGUA,2021-04-27,1a Dose,3
MONGAGUA,2021-04-27,2a Dose,1
MONGAGUA,2021-04-28,1a Dose,231
MONGAGUA,2021-04-28,2a Dose,30
MONGAGUA,2021-04-29,1a Dose,2
MONGAGUA,2021-04-29,2a Dose,241
MONGAGUA,2021-04-30,2a Dose,4
MONGAGUA,2021-05-03,2a Dose,5
MONGAGUA,2021-05-04,1a Dose,1
MONGAGUA,2021-05-04,2a Dose,20
MONGAGUA,2021-05-05,1a Dose,1438
MONGAGUA,2021-05-05,2a Dose,4
MONGAGUA,2021-05-06,1a Dose,68
MONGAGUA,2021-05-07,1a Dose,41
MONGAGUA,2021-05-09,1a Dose,4
MONGAGUA,2021-05-09,2a Dose,2
MONGAGUA,2021-05-10,1a Dose,81
MONGAGUA,2021-05-10,2a Dose,4
MONGAGUA,2021-05-11,1a Dose,29
MONGAGUA,2021-05-12,1a Dose,1
MONGAGUA,2021-05-13,1a Dose,203
MONGAGUA,2021-05-14,1a Dose,145
MONGAGUA,2021-05-14,2a Dose,5
MONGAGUA,2021-05-16,1a Dose,1
MONGAGUA,2021-05-17,1a Dose,67
MONGAGUA,2021-05-18,1a Dose,137
MONGAGUA,2021-05-19,1a Dose,55
MONGAGUA,2021-05-20,1a Dose,52
MONGAGUA,2021-05-20,2a Dose,6
MONGAGUA,2021-05-21,1a Dose,148
MONGAGUA,2021-05-22,1a Dose,13
MONGAGUA,2021-05-23,1a Dose,7
MONGAGUA,2021-05-24,1a Dose,47
MONGAGUA,2021-05-24,2a Dose,8
MONGAGUA,2021-05-25,1a Dose,29
MONGAGUA,2021-05-25,2a Dose,49
MONGAGUA,2021-05-26,1a Dose,13
MONTE ALEGRE DO SUL,2021-01-21,1a Dose,25
MONTE ALEGRE DO SUL,2021-01-22,1a Dose,33
MONTE ALEGRE DO SUL,2021-01-28,1a Dose,1
MONTE ALEGRE DO SUL,2021-01-29,1a Dose,35
MONTE ALEGRE DO SUL,2021-02-01,1a Dose,1
MONTE ALEGRE DO SUL,2021-02-02,1a Dose,24
MONTE ALEGRE DO SUL,2021-02-03,1a Dose,11
MONTE ALEGRE DO SUL,2021-02-04,1a Dose,47
MONTE ALEGRE DO SUL,2021-02-09,1a Dose,15
MONTE ALEGRE DO SUL,2021-02-10,1a Dose,7
MONTE ALEGRE DO SUL,2021-02-10,2a Dose,1
MONTE ALEGRE DO SUL,2021-02-11,1a Dose,12
MONTE ALEGRE DO SUL,2021-02-11,2a Dose,14
MONTE ALEGRE DO SUL,2021-02-12,1a Dose,50
MONTE ALEGRE DO SUL,2021-02-12,2a Dose,32
MONTE ALEGRE DO SUL,2021-02-15,1a Dose,21
MONTE ALEGRE DO SUL,2021-02-15,2a Dose,10
MONTE ALEGRE DO SUL,2021-02-16,1a Dose,6
MONTE ALEGRE DO SUL,2021-02-16,2a Dose,6
MONTE ALEGRE DO SUL,2021-02-17,1a Dose,8
MONTE ALEGRE DO SUL,2021-02-18,2a Dose,1
MONTE ALEGRE DO SUL,2021-02-19,2a Dose,2
MONTE ALEGRE DO SUL,2021-02-22,1a Dose,3
MONTE ALEGRE DO SUL,2021-02-23,2a Dose,2
MONTE ALEGRE DO SUL,2021-02-24,2a Dose,1
