municipio,data,dose,n
SAO JOSE DO RIO PARDO,2021-02-19,2a Dose,37
SAO JOSE DO RIO PARDO,2021-02-20,1a Dose,3
SAO JOSE DO RIO PARDO,2021-02-20,2a Dose,1
SAO JOSE DO RIO PARDO,2021-02-22,1a Dose,51
SAO JOSE DO RIO PARDO,2021-02-22,2a Dose,12
SAO JOSE DO RIO PARDO,2021-02-23,1a Dose,66
SAO JOSE DO RIO PARDO,2021-02-23,2a Dose,4
SAO JOSE DO RIO PARDO,2021-02-24,1a Dose,70
SAO JOSE DO RIO PARDO,2021-02-24,2a Dose,3
SAO JOSE DO RIO PARDO,2021-02-25,1a Dose,6
SAO JOSE DO RIO PARDO,2021-02-25,2a Dose,2
SAO JOSE DO RIO PARDO,2021-02-26,1a Dose,21
SAO JOSE DO RIO PARDO,2021-02-28,1a Dose,1
SAO JOSE DO RIO PARDO,2021-02-28,2a Dose,1
SAO JOSE DO RIO PARDO,2021-03-01,1a Dose,464
SAO JOSE DO RIO PARDO,2021-03-02,1a Dose,142
SAO JOSE DO RIO PARDO,2021-03-02,2a Dose,355
SAO JOSE DO RIO PARDO,2021-03-03,1a Dose,37
SAO JOSE DO RIO PARDO,2021-03-03,2a Dose,146
SAO JOSE DO RIO PARDO,2021-03-04,1a Dose,246
SAO JOSE DO RIO PARDO,2021-03-04,2a Dose,20
SAO JOSE DO RIO PARDO,2021-03-05,1a Dose,17
SAO JOSE DO RIO PARDO,2021-03-05,2a Dose,5
SAO JOSE DO RIO PARDO,2021-03-06,1a Dose,287
SAO JOSE DO RIO PARDO,2021-03-06,2a Dose,3
SAO JOSE DO RIO PARDO,2021-03-07,1a Dose,1
SAO JOSE DO RIO PARDO,2021-03-08,1a Dose,53
SAO JOSE DO RIO PARDO,2021-03-08,2a Dose,131
SAO JOSE DO RIO PARDO,2021-03-09,1a Dose,43
SAO JOSE DO RIO PARDO,2021-03-09,2a Dose,31
SAO JOSE DO RIO PARDO,2021-03-10,1a Dose,15
SAO JOSE DO RIO PARDO,2021-03-10,2a Dose,293
SAO JOSE DO RIO PARDO,2021-03-11,1a Dose,1
SAO JOSE DO RIO PARDO,2021-03-11,2a Dose,47
SAO JOSE DO RIO PARDO,2021-03-12,1a Dose,12
SAO JOSE DO RIO PARDO,2021-03-12,2a Dose,33
SAO JOSE DO RIO PARDO,2021-03-13,1a Dose,8
SAO JOSE DO RIO PARDO,2021-03-13,2a Dose,14
SAO JOSE DO RIO PARDO,2021-03-15,1a Dose,381
SAO JOSE DO RIO PARDO,2021-03-15,2a Dose,35
SAO JOSE DO RIO PARDO,2021-03-16,1a Dose,19
SAO JOSE DO RIO PARDO,2021-03-16,2a Dose,77
SAO JOSE DO RIO PARDO,2021-03-17,1a Dose,123
SAO JOSE DO RIO PARDO,2021-03-17,2a Dose,20
SAO JOSE DO RIO PARDO,2021-03-18,1a Dose,81
SAO JOSE DO RIO PARDO,2021-03-18,2a Dose,5
SAO JOSE DO RIO PARDO,2021-03-19,1a Dose,453
SAO JOSE DO RIO PARDO,2021-03-19,2a Dose,4
SAO JOSE DO RIO PARDO,2021-03-20,2a Dose,1
SAO JOSE DO RIO PARDO,2021-03-21,1a Dose,2
SAO JOSE DO RIO PARDO,2021-03-22,1a Dose,285
SAO JOSE DO RIO PARDO,2021-03-22,2a Dose,4
SAO JOSE DO RIO PARDO,2021-03-23,1a Dose,206
SAO JOSE DO RIO PARDO,2021-03-23,2a Dose,39
SAO JOSE DO RIO PARDO,2021-03-24,1a Dose,72
SAO JOSE DO RIO PARDO,2021-03-24,2a Dose,10
SAO JOSE DO RIO PARDO,2021-03-25,1a Dose,25
SAO JOSE DO RIO PARDO,2021-03-25,2a Dose,223
SAO JOSE DO RIO PARDO,2021-03-26,1a Dose,20
SAO JOSE DO RIO PARDO,2021-03-26,2a Dose,101
SAO JOSE DO RIO PARDO,2021-03-27,1a Dose,481
SAO JOSE DO RIO PARDO,2021-03-27,2a Dose,8
SAO JOSE DO RIO PARDO,2021-03-29,1a Dose,361
SAO JOSE DO RIO PARDO,2021-03-29,2a Dose,192
SAO JOSE DO RIO PARDO,2021-03-30,1a Dose,241
SAO JOSE DO RIO PARDO,2021-03-30,2a Dose,11
SAO JOSE DO RIO PARDO,2021-03-31,1a Dose,178
SAO JOSE DO RIO PARDO,2021-03-31,2a Dose,50
SAO JOSE DO RIO PARDO,2021-04-02,1a Dose,1
SAO JOSE DO RIO PARDO,2021-04-04,1a Dose,3
SAO JOSE DO RIO PARDO,2021-04-04,2a Dose,2
SAO JOSE DO RIO PARDO,2021-04-05,1a Dose,325
SAO JOSE DO RIO PARDO,2021-04-05,2a Dose,86
SAO JOSE DO RIO PARDO,2021-04-06,1a Dose,40
SAO JOSE DO RIO PARDO,2021-04-06,2a Dose,20
SAO JOSE DO RIO PARDO,2021-04-07,1a Dose,81
SAO JOSE DO RIO PARDO,2021-04-07,2a Dose,37
SAO JOSE DO RIO PARDO,2021-04-08,1a Dose,15
SAO JOSE DO RIO PARDO,2021-04-08,2a Dose,138
SAO JOSE DO RIO PARDO,2021-04-09,1a Dose,51
SAO JOSE DO RIO PARDO,2021-04-09,2a Dose,209
SAO JOSE DO RIO PARDO,2021-04-12,1a Dose,73
SAO JOSE DO RIO PARDO,2021-04-12,2a Dose,14
SAO JOSE DO RIO PARDO,2021-04-13,1a Dose,413
SAO JOSE DO RIO PARDO,2021-04-13,2a Dose,68
SAO JOSE DO RIO PARDO,2021-04-14,1a Dose,186
SAO JOSE DO RIO PARDO,2021-04-14,2a Dose,15
SAO JOSE DO RIO PARDO,2021-04-15,1a Dose,53
SAO JOSE DO RIO PARDO,2021-04-15,2a Dose,261
SAO JOSE DO RIO PARDO,2021-04-16,1a Dose,10
SAO JOSE DO RIO PARDO,2021-04-16,2a Dose,181
SAO JOSE DO RIO PARDO,2021-04-17,1a Dose,17
SAO JOSE DO RIO PARDO,2021-04-17,2a Dose,11
SAO JOSE DO RIO PARDO,2021-04-19,1a Dose,35
SAO JOSE DO RIO PARDO,2021-04-19,2a Dose,378
SAO JOSE DO RIO PARDO,2021-04-20,1a Dose,806
SAO JOSE DO RIO PARDO,2021-04-20,2a Dose,165
SAO JOSE DO RIO PARDO,2021-04-21,1a Dose,10
SAO JOSE DO RIO PARDO,2021-04-21,2a Dose,11
SAO JOSE DO RIO PARDO,2021-04-22,1a Dose,108
SAO JOSE DO RIO PARDO,2021-04-22,2a Dose,200
SAO JOSE DO RIO PARDO,2021-04-23,1a Dose,40
SAO JOSE DO RIO PARDO,2021-04-23,2a Dose,30
SAO JOSE DO RIO PARDO,2021-04-24,1a Dose,115
SAO JOSE DO RIO PARDO,2021-04-24,2a Dose,187
SAO JOSE DO RIO PARDO,2021-04-26,1a Dose,122
SAO JOSE DO RIO PARDO,2021-04-26,2a Dose,12
SAO JOSE DO RIO PARDO,2021-04-27,1a Dose,3
SAO JOSE DO RIO PARDO,2021-04-27,2a Dose,67
SAO JOSE DO RIO PARDO,2021-04-28,1a Dose,9
SAO JOSE DO RIO PARDO,2021-04-28,2a Dose,31
SAO JOSE DO RIO PARDO,2021-04-29,1a Dose,75
SAO JOSE DO RIO PARDO,2021-04-29,2a Dose,141
SAO JOSE DO RIO PARDO,2021-04-30,1a Dose,220
SAO JOSE DO RIO PARDO,2021-04-30,2a Dose,140
SAO JOSE DO RIO PARDO,2021-05-03,1a Dose,4
SAO JOSE DO RIO PARDO,2021-05-03,2a Dose,2
SAO JOSE DO RIO PARDO,2021-05-04,1a Dose,13
SAO JOSE DO RIO PARDO,2021-05-04,2a Dose,1
SAO JOSE DO RIO PARDO,2021-05-05,1a Dose,7
SAO JOSE DO RIO PARDO,2021-05-05,2a Dose,6
SAO JOSE DO RIO PARDO,2021-05-06,1a Dose,661
SAO JOSE DO RIO PARDO,2021-05-06,2a Dose,5
SAO JOSE DO RIO PARDO,2021-05-07,1a Dose,668
SAO JOSE DO RIO PARDO,2021-05-07,2a Dose,14
SAO JOSE DO RIO PARDO,2021-05-10,1a Dose,101
SAO JOSE DO RIO PARDO,2021-05-10,2a Dose,77
SAO JOSE DO RIO PARDO,2021-05-11,1a Dose,48
SAO JOSE DO RIO PARDO,2021-05-11,2a Dose,26
SAO JOSE DO RIO PARDO,2021-05-12,1a Dose,596
SAO JOSE DO RIO PARDO,2021-05-12,2a Dose,161
SAO JOSE DO RIO PARDO,2021-05-13,1a Dose,163
SAO JOSE DO RIO PARDO,2021-05-14,1a Dose,513
SAO JOSE DO RIO PARDO,2021-05-14,2a Dose,2
SAO JOSE DO RIO PARDO,2021-05-15,1a Dose,14
SAO JOSE DO RIO PARDO,2021-05-17,1a Dose,83
SAO JOSE DO RIO PARDO,2021-05-17,2a Dose,40
SAO JOSE DO RIO PARDO,2021-05-18,1a Dose,16
SAO JOSE DO RIO PARDO,2021-05-18,2a Dose,4
SAO JOSE DO RIO PARDO,2021-05-19,1a Dose,23
SAO JOSE DO RIO PARDO,2021-05-19,2a Dose,1
SAO JOSE DO RIO PARDO,2021-05-20,1a Dose,2
SAO JOSE DO RIO PARDO,2021-05-20,2a Dose,126
SAO JOSE DO RIO PARDO,2021-05-21,1a Dose,229
SAO JOSE DO RIO PARDO,2021-05-21,2a Dose,1
SAO JOSE DO RIO PARDO,2021-05-24,1a Dose,16
SAO JOSE DO RIO PARDO,2021-05-25,1a Dose,9
SAO JOSE DO RIO PARDO,2021-05-25,2a Dose,8
SAO JOSE DO RIO PARDO,2021-05-26,1a Dose,141
SAO JOSE DO RIO PRETO,2021-01-19,1a Dose,29
SAO JOSE DO RIO PRETO,2021-01-20,1a Dose,205
SAO JOSE DO RIO PRETO,2021-01-21,1a Dose,1911
SAO JOSE DO RIO PRETO,2021-01-21,2a Dose,5
SAO JOSE DO RIO PRETO,2021-01-22,1a Dose,1153
SAO JOSE DO RIO PRETO,2021-01-23,1a Dose,45
SAO JOSE DO RIO PRETO,2021-01-24,1a Dose,4
SAO JOSE DO RIO PRETO,2021-01-25,1a Dose,420
SAO JOSE DO RIO PRETO,2021-01-26,1a Dose,684
SAO JOSE DO RIO PRETO,2021-01-27,1a Dose,2496
SAO JOSE DO RIO PRETO,2021-01-27,2a Dose,2
SAO JOSE DO RIO PRETO,2021-01-28,1a Dose,1393
SAO JOSE DO RIO PRETO,2021-01-29,1a Dose,3232
SAO JOSE DO RIO PRETO,2021-01-29,2a Dose,3
SAO JOSE DO RIO PRETO,2021-01-30,1a Dose,67
SAO JOSE DO RIO PRETO,2021-01-31,1a Dose,1
SAO JOSE DO RIO PRETO,2021-02-01,1a Dose,816
SAO JOSE DO RIO PRETO,2021-02-02,1a Dose,2171
SAO JOSE DO RIO PRETO,2021-02-03,1a Dose,2265
SAO JOSE DO RIO PRETO,2021-02-04,1a Dose,2309
SAO JOSE DO RIO PRETO,2021-02-05,1a Dose,782
SAO JOSE DO RIO PRETO,2021-02-06,1a Dose,2
SAO JOSE DO RIO PRETO,2021-02-08,1a Dose,2055
SAO JOSE DO RIO PRETO,2021-02-08,2a Dose,4
SAO JOSE DO RIO PRETO,2021-02-09,1a Dose,478
SAO JOSE DO RIO PRETO,2021-02-09,2a Dose,17
SAO JOSE DO RIO PRETO,2021-02-10,1a Dose,454
SAO JOSE DO RIO PRETO,2021-02-10,2a Dose,151
SAO JOSE DO RIO PRETO,2021-02-11,1a Dose,185
SAO JOSE DO RIO PRETO,2021-02-11,2a Dose,1682
SAO JOSE DO RIO PRETO,2021-02-12,1a Dose,1940
SAO JOSE DO RIO PRETO,2021-02-12,2a Dose,1210
SAO JOSE DO RIO PRETO,2021-02-15,1a Dose,724
SAO JOSE DO RIO PRETO,2021-02-15,2a Dose,87
SAO JOSE DO RIO PRETO,2021-02-16,1a Dose,346
SAO JOSE DO RIO PRETO,2021-02-16,2a Dose,400
SAO JOSE DO RIO PRETO,2021-02-17,1a Dose,141
SAO JOSE DO RIO PRETO,2021-02-17,2a Dose,1368
SAO JOSE DO RIO PRETO,2021-02-18,1a Dose,115
SAO JOSE DO RIO PRETO,2021-02-18,2a Dose,1964
SAO JOSE DO RIO PRETO,2021-02-19,1a Dose,117
SAO JOSE DO RIO PRETO,2021-02-19,2a Dose,2054
SAO JOSE DO RIO PRETO,2021-02-20,1a Dose,1
SAO JOSE DO RIO PRETO,2021-02-21,2a Dose,1
SAO JOSE DO RIO PRETO,2021-02-22,1a Dose,48
SAO JOSE DO RIO PRETO,2021-02-22,2a Dose,1016
SAO JOSE DO RIO PRETO,2021-02-23,1a Dose,43
SAO JOSE DO RIO PRETO,2021-02-23,2a Dose,1048
SAO JOSE DO RIO PRETO,2021-02-24,1a Dose,107
SAO JOSE DO RIO PRETO,2021-02-24,2a Dose,942
SAO JOSE DO RIO PRETO,2021-02-25,1a Dose,25
SAO JOSE DO RIO PRETO,2021-02-25,2a Dose,306
SAO JOSE DO RIO PRETO,2021-02-26,1a Dose,27
SAO JOSE DO RIO PRETO,2021-02-26,2a Dose,247
SAO JOSE DO RIO PRETO,2021-03-01,1a Dose,3515
SAO JOSE DO RIO PRETO,2021-03-01,2a Dose,1125
SAO JOSE DO RIO PRETO,2021-03-02,1a Dose,2032
SAO JOSE DO RIO PRETO,2021-03-02,2a Dose,581
SAO JOSE DO RIO PRETO,2021-03-03,1a Dose,3612
SAO JOSE DO RIO PRETO,2021-03-03,2a Dose,471
SAO JOSE DO RIO PRETO,2021-03-04,1a Dose,188
SAO JOSE DO RIO PRETO,2021-03-04,2a Dose,275
SAO JOSE DO RIO PRETO,2021-03-05,1a Dose,1738
SAO JOSE DO RIO PRETO,2021-03-05,2a Dose,150
SAO JOSE DO RIO PRETO,2021-03-08,1a Dose,489
SAO JOSE DO RIO PRETO,2021-03-08,2a Dose,2028
SAO JOSE DO RIO PRETO,2021-03-09,1a Dose,297
SAO JOSE DO RIO PRETO,2021-03-09,2a Dose,693
SAO JOSE DO RIO PRETO,2021-03-10,1a Dose,226
SAO JOSE DO RIO PRETO,2021-03-10,2a Dose,270
SAO JOSE DO RIO PRETO,2021-03-11,1a Dose,165
SAO JOSE DO RIO PRETO,2021-03-11,2a Dose,147
SAO JOSE DO RIO PRETO,2021-03-12,1a Dose,190
SAO JOSE DO RIO PRETO,2021-03-12,2a Dose,137
SAO JOSE DO RIO PRETO,2021-03-15,1a Dose,3326
SAO JOSE DO RIO PRETO,2021-03-15,2a Dose,80
SAO JOSE DO RIO PRETO,2021-03-16,1a Dose,1121
SAO JOSE DO RIO PRETO,2021-03-16,2a Dose,80
SAO JOSE DO RIO PRETO,2021-03-17,1a Dose,439
SAO JOSE DO RIO PRETO,2021-03-17,2a Dose,102
SAO JOSE DO RIO PRETO,2021-03-18,1a Dose,173
SAO JOSE DO RIO PRETO,2021-03-18,2a Dose,30
SAO JOSE DO RIO PRETO,2021-03-19,2a Dose,1
SAO JOSE DO RIO PRETO,2021-03-22,1a Dose,5992
SAO JOSE DO RIO PRETO,2021-03-22,2a Dose,65
SAO JOSE DO RIO PRETO,2021-03-23,1a Dose,1506
SAO JOSE DO RIO PRETO,2021-03-23,2a Dose,165
SAO JOSE DO RIO PRETO,2021-03-24,1a Dose,494
SAO JOSE DO RIO PRETO,2021-03-24,2a Dose,2627
SAO JOSE DO RIO PRETO,2021-03-25,1a Dose,3431
SAO JOSE DO RIO PRETO,2021-03-25,2a Dose,95
SAO JOSE DO RIO PRETO,2021-03-26,1a Dose,2200
SAO JOSE DO RIO PRETO,2021-03-26,2a Dose,1227
SAO JOSE DO RIO PRETO,2021-03-29,1a Dose,824
SAO JOSE DO RIO PRETO,2021-03-29,2a Dose,561
SAO JOSE DO RIO PRETO,2021-03-30,1a Dose,464
SAO JOSE DO RIO PRETO,2021-03-30,2a Dose,329
SAO JOSE DO RIO PRETO,2021-03-31,1a Dose,265
SAO JOSE DO RIO PRETO,2021-03-31,2a Dose,240
SAO JOSE DO RIO PRETO,2021-04-01,1a Dose,2451
SAO JOSE DO RIO PRETO,2021-04-01,2a Dose,167
SAO JOSE DO RIO PRETO,2021-04-02,2a Dose,1
SAO JOSE DO RIO PRETO,2021-04-03,2a Dose,1
SAO JOSE DO RIO PRETO,2021-04-04,1a Dose,1
SAO JOSE DO RIO PRETO,2021-04-05,1a Dose,898
SAO JOSE DO RIO PRETO,2021-04-05,2a Dose,2963
SAO JOSE DO RIO PRETO,2021-04-06,1a Dose,500
SAO JOSE DO RIO PRETO,2021-04-06,2a Dose,1308
SAO JOSE DO RIO PRETO,2021-04-07,1a Dose,334
SAO JOSE DO RIO PRETO,2021-04-07,2a Dose,299
SAO JOSE DO RIO PRETO,2021-04-08,1a Dose,243
SAO JOSE DO RIO PRETO,2021-04-08,2a Dose,201
SAO JOSE DO RIO PRETO,2021-04-09,1a Dose,139
SAO JOSE DO RIO PRETO,2021-04-09,2a Dose,76
SAO JOSE DO RIO PRETO,2021-04-10,1a Dose,2533
SAO JOSE DO RIO PRETO,2021-04-10,2a Dose,1
SAO JOSE DO RIO PRETO,2021-04-12,1a Dose,1106
SAO JOSE DO RIO PRETO,2021-04-12,2a Dose,2775
SAO JOSE DO RIO PRETO,2021-04-13,1a Dose,347
SAO JOSE DO RIO PRETO,2021-04-13,2a Dose,843
SAO JOSE DO RIO PRETO,2021-04-14,1a Dose,461
SAO JOSE DO RIO PRETO,2021-04-14,2a Dose,593
SAO JOSE DO RIO PRETO,2021-04-15,1a Dose,271
SAO JOSE DO RIO PRETO,2021-04-15,2a Dose,5399
SAO JOSE DO RIO PRETO,2021-04-16,1a Dose,208
SAO JOSE DO RIO PRETO,2021-04-16,2a Dose,2746
SAO JOSE DO RIO PRETO,2021-04-19,1a Dose,4396
SAO JOSE DO RIO PRETO,2021-04-19,2a Dose,822
SAO JOSE DO RIO PRETO,2021-04-20,1a Dose,1964
SAO JOSE DO RIO PRETO,2021-04-20,2a Dose,576
SAO JOSE DO RIO PRETO,2021-04-21,1a Dose,331
SAO JOSE DO RIO PRETO,2021-04-21,2a Dose,49
SAO JOSE DO RIO PRETO,2021-04-22,1a Dose,350
SAO JOSE DO RIO PRETO,2021-04-22,2a Dose,167
SAO JOSE DO RIO PRETO,2021-04-23,1a Dose,1533
SAO JOSE DO RIO PRETO,2021-04-23,2a Dose,203
SAO JOSE DO RIO PRETO,2021-04-26,1a Dose,290
SAO JOSE DO RIO PRETO,2021-04-26,2a Dose,104
SAO JOSE DO RIO PRETO,2021-04-27,1a Dose,158
SAO JOSE DO RIO PRETO,2021-04-27,2a Dose,755
SAO JOSE DO RIO PRETO,2021-04-28,1a Dose,537
SAO JOSE DO RIO PRETO,2021-04-28,2a Dose,144
SAO JOSE DO RIO PRETO,2021-04-29,1a Dose,74
SAO JOSE DO RIO PRETO,2021-04-29,2a Dose,482
SAO JOSE DO RIO PRETO,2021-04-30,1a Dose,65
SAO JOSE DO RIO PRETO,2021-04-30,2a Dose,205
SAO JOSE DO RIO PRETO,2021-05-01,1a Dose,2
SAO JOSE DO RIO PRETO,2021-05-03,1a Dose,204
SAO JOSE DO RIO PRETO,2021-05-03,2a Dose,158
SAO JOSE DO RIO PRETO,2021-05-04,1a Dose,130
SAO JOSE DO RIO PRETO,2021-05-04,2a Dose,135
SAO JOSE DO RIO PRETO,2021-05-05,1a Dose,274
SAO JOSE DO RIO PRETO,2021-05-05,2a Dose,100
SAO JOSE DO RIO PRETO,2021-05-06,1a Dose,580
SAO JOSE DO RIO PRETO,2021-05-06,2a Dose,87
SAO JOSE DO RIO PRETO,2021-05-07,1a Dose,3193
SAO JOSE DO RIO PRETO,2021-05-07,2a Dose,264
SAO JOSE DO RIO PRETO,2021-05-08,1a Dose,2
SAO JOSE DO RIO PRETO,2021-05-09,1a Dose,2
SAO JOSE DO RIO PRETO,2021-05-10,1a Dose,1640
SAO JOSE DO RIO PRETO,2021-05-10,2a Dose,694
SAO JOSE DO RIO PRETO,2021-05-11,1a Dose,483
SAO JOSE DO RIO PRETO,2021-05-11,2a Dose,224
SAO JOSE DO RIO PRETO,2021-05-12,1a Dose,2878
SAO JOSE DO RIO PRETO,2021-05-12,2a Dose,86
SAO JOSE DO RIO PRETO,2021-05-13,1a Dose,1821
SAO JOSE DO RIO PRETO,2021-05-13,2a Dose,270
SAO JOSE DO RIO PRETO,2021-05-14,1a Dose,3436
SAO JOSE DO RIO PRETO,2021-05-14,2a Dose,134
SAO JOSE DO RIO PRETO,2021-05-15,1a Dose,64
SAO JOSE DO RIO PRETO,2021-05-15,2a Dose,860
SAO JOSE DO RIO PRETO,2021-05-17,1a Dose,1813
SAO JOSE DO RIO PRETO,2021-05-17,2a Dose,954
SAO JOSE DO RIO PRETO,2021-05-18,1a Dose,1345
SAO JOSE DO RIO PRETO,2021-05-18,2a Dose,601
SAO JOSE DO RIO PRETO,2021-05-19,1a Dose,1089
SAO JOSE DO RIO PRETO,2021-05-19,2a Dose,259
SAO JOSE DO RIO PRETO,2021-05-20,1a Dose,878
SAO JOSE DO RIO PRETO,2021-05-20,2a Dose,166
SAO JOSE DO RIO PRETO,2021-05-21,1a Dose,2617
SAO JOSE DO RIO PRETO,2021-05-21,2a Dose,178
SAO JOSE DO RIO PRETO,2021-05-24,1a Dose,1438
SAO JOSE DO RIO PRETO,2021-05-24,2a Dose,2440
SAO JOSE DO RIO PRETO,2021-05-25,1a Dose,1470
SAO JOSE DO RIO PRETO,2021-05-25,2a Dose,1841
SAO JOSE DO RIO PRETO,2021-05-26,1a Dose,508
SAO JOSE DO RIO PRETO,2021-05-26,2a Dose,614
SAO JOSE DOS CAMPOS,2021-01-17,1a Dose,2
SAO JOSE DOS CAMPOS,2021-01-18,1a Dose,3
SAO JOSE DOS CAMPOS,2021-01-20,1a Dose,1137
SAO JOSE DOS CAMPOS,2021-01-20,2a Dose,1
SAO JOSE DOS CAMPOS,2021-01-21,1a Dose,3735
SAO JOSE DOS CAMPOS,2021-01-21,2a Dose,11
SAO JOSE DOS CAMPOS,2021-01-22,1a Dose,3029
SAO JOSE DOS CAMPOS,2021-01-22,2a Dose,5
SAO JOSE DOS CAMPOS,2021-01-23,1a Dose,503
SAO JOSE DOS CAMPOS,2021-01-23,2a Dose,4
SAO JOSE DOS CAMPOS,2021-01-24,1a Dose,123
SAO JOSE DOS CAMPOS,2021-01-25,1a Dose,2370
SAO JOSE DOS CAMPOS,2021-01-25,2a Dose,2
SAO JOSE DOS CAMPOS,2021-01-26,1a Dose,1459
SAO JOSE DOS CAMPOS,2021-01-26,2a Dose,13
SAO JOSE DOS CAMPOS,2021-01-27,1a Dose,1281
SAO JOSE DOS CAMPOS,2021-01-27,2a Dose,1
SAO JOSE DOS CAMPOS,2021-01-28,1a Dose,2657
SAO JOSE DOS CAMPOS,2021-01-28,2a Dose,7
SAO JOSE DOS CAMPOS,2021-01-29,1a Dose,2194
SAO JOSE DOS CAMPOS,2021-01-29,2a Dose,6
SAO JOSE DOS CAMPOS,2021-01-30,1a Dose,635
SAO JOSE DOS CAMPOS,2021-02-01,1a Dose,1788
SAO JOSE DOS CAMPOS,2021-02-01,2a Dose,5
SAO JOSE DOS CAMPOS,2021-02-02,1a Dose,3705
SAO JOSE DOS CAMPOS,2021-02-02,2a Dose,8
SAO JOSE DOS CAMPOS,2021-02-03,1a Dose,2304
SAO JOSE DOS CAMPOS,2021-02-03,2a Dose,9
SAO JOSE DOS CAMPOS,2021-02-04,1a Dose,12659
SAO JOSE DOS CAMPOS,2021-02-04,2a Dose,31
SAO JOSE DOS CAMPOS,2021-02-05,1a Dose,2430
SAO JOSE DOS CAMPOS,2021-02-05,2a Dose,2
SAO JOSE DOS CAMPOS,2021-02-06,1a Dose,92
SAO JOSE DOS CAMPOS,2021-02-08,1a Dose,3238
